,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
40,2E2G88mTTJjbbmEpqTkbaV,Vishal Dadlani,Bang Bang (Original Motion Picture Soundtrack),Tu Meri,62,257089,FALSE,0.679,0.687,8,-5.522,1,0.0294,0.0779,0,0.704,0.424,127.961,4,pop-film
41,3HxX5qcaz2phmsJVPskugD,Collective Soul,Dosage,Run,53,273466,FALSE,0.572,0.754,11,-5.128,1,0.0245,0.0271,0.00091,0.0823,0.637,95.993,4,grunge
42,1LxpfJKJuEqAA6vhzaQOKS,Alka Yagnik,Gumraah - Jhankar Beats,Tere Pyar Ko Salam O Sanam - Jhankar Beats,0,266383,FALSE,0.505,0.87,9,-9.392,0,0.165,0.512,0.346,0.085,0.445,112.102,4,k-pop
43,71qKWIBggc7poNXclWN53M,SHRK;Shiloh Dynasty,Lost in Love,I'll Bite Your Soul,69,123186,FALSE,0.786,0.37,6,-16.84,0,0.0695,0.768,0.373,0.139,0.18,101.966,4,sad
44,2cZXlLwkRmDww37tbEygXl,Linkin Park,The Hunting Party,Keys to the Kingdom,47,218546,TRUE,0.395,0.976,7,-4.553,1,0.137,0.00735,0.000222,0.379,0.334,184.011,4,grunge
45,0GavMn9kjiQk1yI6118jEY,Dhanush;Anirudh Ravichander,Thiruchitrambalam (Original Motion Picture Soundtrack),Megham Karukatha,59,290400,FALSE,0.429,0.614,4,-6.573,0,0.0709,0.513,0.000316,0.0922,0.743,149.966,3,k-pop
46,7l3WTEY9owUL3kRgna75Bd,Alter Bridge,Silver Tongue,Silver Tongue,55,258786,FALSE,0.427,0.93,1,-5.988,1,0.0745,0.0000112,0.0000322,0.439,0.345,140.934,4,grunge
47,1GBnWPY4XXbAbgHRbIWTaQ,T. M. Soundararajan,Suryakanthi,Paramasivan Kazhutthil,44,262466,FALSE,0.285,0.572,1,-10.125,1,0.0567,0.782,0.0174,0.176,0.772,149.383,3,k-pop
48,6yN6AP2qkoGIjhF3VzUOkO,Alka Yagnik;Kumar Sanu,Kahin Pyaar Na Ho Jaaye (Original Motion Picture Soundtrack),Kahin Pyaar Na Ho Jaaye,44,318546,FALSE,0.622,0.748,1,-7.73,1,0.0437,0.161,0,0.1,0.725,128.844,4,k-pop
49,7yAy2gL2rtatS56jzkakhr,JENNIE,BLACKPINK 2021 'THE SHOW' LIVE,SOLO,56,165993,FALSE,0.847,0.551,3,-7.132,0,0.142,0.06,0.00000437,0.162,0.515,95.036,4,k-pop
50,7CHMY5TN1e8oqDnRwwJR61,Ryan Caraveo,At Least I Tried,Ghost,65,185142,FALSE,0.75,0.637,1,-8.473,1,0.0673,0.303,0.0042,0.0621,0.33,139.983,4,sad
51,1RQw9ruSPj5Is7OzqG09Zs,Karthik;Krishh;Harini,Unnale Unnale,Unnaale Unnaale,60,283373,FALSE,0.784,0.629,10,-9.754,0,0.0424,0.364,0.0000024,0.0941,0.843,101.016,4,pop-film
52,3hp56aHySTDt9bdZiwdDO1,Hariharan;Clinton Cerejo,Alaipayuthey,Pachai Nirame,59,358626,FALSE,0.64,0.399,1,-16.304,0,0.0392,0.427,0.00241,0.381,0.579,87.972,4,pop-film
53,5MapUlM1un2Kh4aZ3IyWcL,Halestorm,Into the Wild Life (Deluxe),I Am the Fire,55,217173,FALSE,0.384,0.955,9,-2.884,0,0.266,0.0535,0.000997,0.0958,0.199,171.888,4,grunge
54,4hLShJ4RCa2KhqVHD7MRDn,Abhijeet,Sensational Duets (Abhijeet & Alka Yagnik),"Main Koi Aisa Geet Gaoon (From ""Yes Boss"")",64,317000,FALSE,0.77,0.485,7,-11.612,1,0.0463,0.166,0.000196,0.289,0.932,121.685,4,pop-film
55,6cADMmQIIt8H9cf8Wfc2Pd,Shaman's Harvest,Red Hands Black Deeds,Soul Crusher,29,236160,FALSE,0.452,0.834,7,-4.976,0,0.0428,0.0124,0.00000569,0.291,0.513,144.965,4,grunge
56,6ZmtxXUXRVjxOhugKkmerC,The Local Train,Aalas Ka Pedh,Dil Mere,63,211290,FALSE,0.655,0.473,8,-9.806,1,0.0267,0.842,0.0323,0.167,0.572,92.962,4,pop-film
57,7CpeDdqQP8iZc7cEC3eaLz,Josh A,You're Not Alone,Revenge,54,127425,FALSE,0.77,0.618,1,-7.28,1,0.324,0.276,0,0.0775,0.463,142.045,4,sad
58,5dVFF9IrNcPoBKAviJcKC1,Jon Caryl,Roses Are Red,Roses Are Red - Demo,48,314500,FALSE,0.644,0.0684,6,-15.789,1,0.0621,0.966,0.0000032,0.311,0.393,128.674,4,sad
59,1ta0POvr2Sw7SQOJwAlGce,DAY 7,Dream Away,Dream Away,40,210064,FALSE,0.657,0.331,6,-11.849,0,0.0272,0.481,0.358,0.065,0.0581,111.987,4,chill
60,0TCCfsT1a8x6p0MG0omJxi,Shinedown,The Studio Album Collection,Fly from the Inside,27,235026,FALSE,0.474,0.924,5,-4.277,1,0.0467,0.0000337,0.00105,0.044,0.345,96.146,4,grunge
61,6FQhXdQCiGEwEdsph5W78h,KillBunk,PILOT,Chanel Bag,66,158660,TRUE,0.746,0.617,11,-6.117,0,0.101,0.0158,0,0.0969,0.781,115.012,4,sad
62,3YuaBvuZqcwN3CEAyyoaei,Audioslave,Audioslave,Like a Stone,78,293960,FALSE,0.614,0.568,7,-5.477,0,0.0276,0.00797,0,0.0997,0.516,107.849,4,grunge
63,4NQf9cmMzudBshudM9JArO,9smkr;Shiloh Dynasty,Luv,I'm not so perfect,47,57877,FALSE,0.789,0.0337,3,-13.449,1,0.0853,0.963,0.558,0.146,0.68,105.996,4,sad
64,5YOlr46EwaH34hfN6r4vXR,MC Virgins;Yun Head,Trap Anthem,Trap Anthem,68,133017,TRUE,0.818,0.82,6,-5.531,0,0.175,0.106,0,0.108,0.737,160.005,4,sad
65,4zP2e2aIzOZGEFTq1MDJmm,Linkin Park,Meteora,Lying from You,53,175373,FALSE,0.535,0.951,3,-3.324,0,0.18,0.00777,0,0.0669,0.723,160.102,4,grunge
66,798zLqTKxt9IzOjl3oF3KL,Tenno,Mind Temple,Introvert,61,141126,FALSE,0.489,0.307,9,-15.679,0,0.0374,0.765,0.848,0.135,0.182,71.104,4,chill
67,2xeaHUnzzT5Kc974OQt1kA,ITZY,GUESS WHO,SHOOT!,67,139213,FALSE,0.852,0.762,6,-4.448,0,0.0487,0.333,0.00000166,0.159,0.907,131.958,4,k-pop
68,5QtEFRYavs5S3GHtFEq7A4,Arijit Singh,Kabir Singh,Tujhe Kitna Chahne Lage,68,284779,FALSE,0.395,0.397,11,-7.556,1,0.0368,0.735,0,0.11,0.303,70.568,4,pop-film
69,4QpOqCNx9L7Vy2ThfXOYDf,Jagjit Singh,Saher,Tere Aane Ki Jab Khabar Mehke,48,379906,FALSE,0.681,0.242,9,-18.064,0,0.0333,0.597,0.000192,0.105,0.549,90.635,4,k-pop
70,3ZlCSvH7Cj86NLMPZplXTU,Vluestar;Shiloh Dynasty,Mi Amor,Mi Amor,59,73482,FALSE,0.755,0.204,6,-16.137,0,0.339,0.655,0.000022,0.189,0.335,97.041,4,chill
71,0X576XiCW9uEtko6f6VkcU,Linkin Park,Hybrid Theory,Crawling,46,208960,FALSE,0.58,0.702,4,-5.565,1,0.0337,0.0466,0.0000032,0.536,0.299,105.076,4,grunge
72,6rurduYegrf5XSZrphuyF2,SEVENTEEN,SEVENTEEN 4th Album Repackage 'SECTOR 17',Circles,67,239613,FALSE,0.65,0.456,1,-5.742,1,0.0299,0.659,0,0.122,0.475,82.063,4,k-pop
73,4nydCE0L7G13XLKPzvLlNs,Arijit Singh,Mary Kom,Sukoon Mila,65,200437,FALSE,0.634,0.378,9,-8.367,1,0.0295,0.566,0,0.0919,0.527,123.949,4,pop-film
74,0LdJcUxGJywXLcxdXZ4wsb,Alka Yagnik;Kumar Sanu,Gupt (Original Motion Picture Soundtrack),Mere Khwabon Mein Tu,48,335000,FALSE,0.712,0.741,7,-7.971,0,0.116,0.179,0.00000278,0.078,0.54,114.975,4,k-pop
75,6vZasoTUJMz2ZU10Av1uKX,Pandrezz;j'san;Epektase,lofi ?? ?????,Mystic Brew,0,126896,FALSE,0.789,0.162,5,-13.013,0,0.095,0.81,0.94,0.0885,0.434,86.98,4,chill
76,4r7k7OI7sSXihQA84LpFYI,kidolitx,I Got Guns in My Head,I Got Guns in My Head,34,144471,FALSE,0.642,0.125,2,-23.236,1,0.0544,0.114,0.484,0.569,0.169,117.972,4,sad
77,6bvZRLLkBKkmgpBJTTj3QK,BLACKPINK,THE ALBUM,How You Like That,75,180956,FALSE,0.813,0.787,11,-4.254,1,0.0777,0.0452,0.000107,0.0506,0.326,130.018,4,k-pop
78,6XpVAVpg3PfxcoO0tUG8jJ,Marco Luka,paradise,paradise,60,140000,TRUE,0.634,0.526,7,-8.21,0,0.036,0.172,0.0373,0.128,0.143,143.998,4,sad
79,30AnNG3dFbHLQuSbIVWEbF,Aries,DITTO,DITTO,50,150322,TRUE,0.645,0.579,4,-9.137,1,0.1,0.524,0.0000178,0.161,0.525,92.977,4,sad
80,224hSzD77teIxEspp7MNTt,Belfa;Kayli Marie,Late Night Thoughts,Late Night Thoughts,48,146864,FALSE,0.752,0.129,7,-16.94,0,0.0531,0.845,0.0529,0.0938,0.207,118.022,4,chill
81,5fWtbgbiTz8MuAnTzzpJGN,Silambarasan TR;Blaze,Vallavan (Original Motion Picture Soundtrack),Loosu Pennae,55,411794,FALSE,0.663,0.405,5,-11.244,0,0.098,0.485,0.000265,0.094,0.526,191.985,4,pop-film
82,0f0gfm6wHjhqrBMHBn9Ajr,Sarcastic Sounds,I Don't Sleep,I Don't Sleep,60,105142,TRUE,0.774,0.352,6,-13.13,0,0.214,0.105,0.741,0.348,0.258,80.51,4,sad
83,5WPbkilyXspX1yiKAiR1oO,Presence,We Did Not Make Sense,We Did Not Make Sense,55,188541,FALSE,0.552,0.418,2,-4.587,1,0.0345,0.0544,0.45,0.0923,0.298,71.997,4,sad
84,5Gd3pzjK9F7caWRS1fMD68,Harish Raghavendra,Shajahaan,Melliname,61,326008,FALSE,0.662,0.4,9,-11.244,1,0.0651,0.568,0.0000599,0.0682,0.541,91.936,4,pop-film
85,7g8U2TPh6JPFJK5LgqsNeE,Linkin Park,Transformers - The Album,What I've Done,31,205613,FALSE,0.623,0.93,5,-5.285,1,0.0324,0.0141,0.00000164,0.138,0.287,120.119,4,grunge
86,2QI91Tq1F2Tl0slIaSegs1,Monsta X,ALL ABOUT LUV,GOT MY NUMBER,63,171273,FALSE,0.739,0.474,9,-5.803,1,0.0915,0.0584,0.00000293,0.128,0.513,96.03,4,k-pop
87,0Gqo96Ip963zIQjicXHXrj,Anuradha Paudwal;Udit Narayan,Dil,Hum Pyar Karne Wale,45,417280,FALSE,0.359,0.562,1,-11.706,1,0.0434,0.877,0.00506,0.0837,0.519,92.685,4,k-pop
88,0aEOw9HUVwEThZ99eVhu5b,HELLYEAH,HELLYEAH,GodDamn,27,200586,TRUE,0.427,0.984,5,-3.054,0,0.116,0.0000169,0.000111,0.355,0.352,151.255,4,grunge
89,77OWuDUCJMhizuSjOXDJbl,sadeyes,grim,fragment,53,134885,FALSE,0.607,0.497,4,-12.053,0,0.209,0.828,0,0.105,0.517,147.965,4,sad
90,7x5TjoSag3Q3EwLRyrlxrT,Adhvik;Puja Purad,Ninna Gungalli,Ninna Gungalli,57,195000,FALSE,0.791,0.808,7,-6.907,1,0.0334,0.347,0.0214,0.0877,0.745,115,4,k-pop
91,3zFG5dyH5rJfkZ25fgR173,Audioslave,Revelations,Sound Of A Gun,55,260279,FALSE,0.514,0.867,9,-4.717,1,0.0332,0.00904,0.0508,0.232,0.596,96.135,4,grunge
92,1EvR6pje1equhlz6J6BFwl,IWL,Cup of Coffee,Cup of Coffee,54,109241,FALSE,0.672,0.285,1,-7.031,1,0.0474,0.241,0.905,0.25,0.454,145,4,chill
93,4xNfsvj9mOVnMTvHZZ8HNk,Hinder,Take It To The Limit,Without You,57,232266,FALSE,0.415,0.816,3,-3.831,1,0.0333,0.0299,0.0000209,0.129,0.264,136.017,4,grunge
94,1DoECePnMuLtpLQSCZqwtK,Powfu;Sarcastic Sounds;Rxseboy,poems of the past,ill come back to you (feat. Sarcastic Sounds & Rxseboy),63,134881,FALSE,0.652,0.483,8,-9.964,0,0.291,0.658,0,0.393,0.372,75.987,4,sad
95,3vpItm0ZKfoWWhMyrUFjPa,HELLYEAH,HELLYEAH,Matter of Time,28,226026,TRUE,0.434,0.984,10,-2.151,0,0.104,0.000553,0.00000144,0.14,0.324,102.278,4,grunge
96,2R1R0N5CC2VMinXync9CgA,Yuvan Shankar Raja;Shankar Mahadevan,Arrambam (Original Motion Picture Soundtrack),Adadada Arrambame,49,227000,FALSE,0.648,0.749,5,-7.734,0,0.191,0.0175,0.0000143,0.0413,0.682,150.027,4,k-pop
97,55KYlnsC6nYnr3IykbmJwE,Three Days Grace,Life Starts Now,The Good Life,64,173173,FALSE,0.548,0.911,10,-3.701,1,0.0397,0.000345,0,0.23,0.654,128.036,4,grunge
98,3bmL5rU99q7ZA75vqdzDRO,Dead By Sunrise,Out Of Ashes,Fire,44,230520,FALSE,0.544,0.95,0,-4.416,1,0.0584,0.0163,0.00000185,0.3,0.179,122.031,4,grunge
99,3XZAvh2NCDQYHgJei35VQ1,Kep1er,DOUBLAST,Up!,73,192026,FALSE,0.753,0.932,6,-2.706,1,0.119,0.0205,0.00000431,0.0326,0.918,124.006,4,k-pop
100,5haAVKCKAfb7IYLplcao0h,Karthik,Kothabangarulokam,Nijanga Nenena,56,319164,FALSE,0.714,0.464,7,-11.545,1,0.0483,0.845,0.00428,0.0833,0.511,129.935,4,pop-film
101,4VgM8bWHJVdsUfS416FJ2L,creamy;untrusted;11:11 Music Group,weak lofi,weak lofi,9,161970,FALSE,0.705,0.441,7,-8.328,1,0.0423,0.663,0,0.17,0.493,127.888,4,chill
102,61mkuGe4SjLAZ5wg49NWQY,Himesh Reshammiya;Shreya Ghoshal,Aashiq Banaya Aapne,Aashiq Banaya Aapne,56,363560,FALSE,0.668,0.719,8,-6.897,0,0.0898,0.0699,0,0.118,0.567,91.962,4,pop-film
103,6M2UnI1LnXuXlWU54CKmKx,Vishal-Shekhar;Vishal Dadlani,Dostana (Original Motion Picture Soundtrack),Jaane Kyun,57,277986,FALSE,0.778,0.812,4,-8.561,0,0.046,0.0573,0.00000828,0.243,0.791,99.962,4,pop-film
104,4A7y85waLDMmWzXzTA45ya,sadeyes,you're my everything,you're my everything,48,134774,FALSE,0.615,0.427,11,-9.722,0,0.264,0.825,0,0.105,0.619,130.273,4,sad
105,2QZe2H1f03t5PJWEMg2Mbe,BTS,MAP OF THE SOUL : 7,UGH!,69,225012,FALSE,0.72,0.824,10,-5.086,0,0.128,0.0394,0,0.0509,0.333,165.996,4,k-pop
106,5DlpfpK9KnFSSDJewepWlv,Promoting Sounds;AyyLeek;22ViZz,Blue Cheese,Blue Cheese,36,199131,TRUE,0.875,0.617,1,-6.832,0,0.347,0.061,0,0.0916,0.685,145.029,4,sad
107,0yldWDxxRIsO0BqPlVDd8H,Dro Kenji;Scorey;Internet Money,WITH OR WITHOUT YOU,FINDERS KEEPERS (FEAT. SCOREY & INTERNET MONEY),53,127826,TRUE,0.799,0.493,1,-9.899,1,0.25,0.0714,0,0.123,0.32,92.003,4,sad
108,03I54dsligkPWIWFp2XqcG,Porsche Love,Genesis,Bring Me to Love,31,104040,FALSE,0.553,0.448,11,-11.866,1,0.105,0.695,0.0000285,0.113,0.0962,96.082,4,sad
109,1qfanYrmrh7xDSvt15acZ3,Karthik,Ghajini (Original Motion Picture Soundtrack),Oru Maalai,60,354240,FALSE,0.805,0.742,0,-6.366,0,0.0396,0.0578,0.000482,0.361,0.717,111.981,4,pop-film
110,7t93tKeMjySZTeI5lvZd2J,Powfu,i hate waking up,washing off the blood,42,174750,FALSE,0.564,0.622,11,-6.608,1,0.127,0.796,0,0.0986,0.578,160.214,4,sad
111,0lVp0ajGZ2huxjV0LjnLI4,Khantrast,Naruto Bluebird Freestyle,Naruto Bluebird Freestyle,64,102893,TRUE,0.709,0.941,8,-4.929,0,0.276,0.206,0,0.249,0.333,148.029,4,sad
112,3vZhtkZTHAcfvQl3X9XFkA,Rarin;Tommy Ice,Mercedes,Mercedes,51,145442,TRUE,0.863,0.536,8,-7.481,1,0.0814,0.0287,0,0.0865,0.682,132.959,4,sad
113,20Qqyt4bd1oe4KmkTagb2K,BTS,Proof,RUN,62,236748,FALSE,0.558,0.856,11,-3.815,0,0.0531,0.00153,0,0.0979,0.53,132.89,4,k-pop
114,2TAQ9YGehOKWDqDak5DuXc,Stone Temple Pilots,Thank You,Plush,62,310400,FALSE,0.417,0.913,7,-6.049,0,0.0441,0.00248,0.00000109,0.166,0.439,144.591,4,grunge
115,2HOYjQd1Znu5vORQ0grHjh,Yuvan Shankar Raja;Suriya;Andrea Jeremiah,Anjaan (Original Motion Picture Soundtrack),Ek Do Teen,50,237333,FALSE,0.62,0.672,10,-5.859,0,0.0362,0.0604,0.0000254,0.0684,0.719,67.54,4,k-pop
116,0ax8NVafraj3HnfCwvnHK4,Devin Kennedy,Happy Yet,Loose Change,61,163500,FALSE,0.825,0.42,11,-14.702,1,0.0516,0.326,0,0.151,0.781,119.953,4,chill
117,6bSwpQYEguyMlkCoWiBt3Y,BTS,Love Yourself ? 'Answer',Trivia ? : Love,65,225697,FALSE,0.761,0.761,5,-5.721,0,0.0899,0.242,0,0.103,0.484,121.971,4,k-pop
118,4upK9OgMepvBFEGD8CDE9A,Lil Yung Pharaoh,"I Hate You, But I Love You","I Hate You, But I Love You",50,132951,FALSE,0.462,0.371,10,-11.201,1,0.0522,0.503,0,0.135,0.255,139.637,4,sad
119,675AmMuIkDH0sg29tT0CmE,Mokita;Charlotte Sands;TELYKast,Crash (TELYKast Remix),Crash - (TELYKast Remix),53,155856,FALSE,0.707,0.674,6,-7.471,0,0.0402,0.109,0.00452,0.101,0.205,127.972,4,chill
120,07od6wz8rrAeXVYQoXZU2W,RØNIN,I JUST FKN HATE YOU NOW,I JUST FKN HATE YOU NOW,54,112692,TRUE,0.57,0.223,6,-12.637,1,0.249,0.101,0.000614,0.175,0.529,130.021,4,sad
121,0Q9f1NBvKCC37V4oJVEgCh,Seether,Finding Beauty In Negative Spaces (Bonus Track Version),Breakdown,60,209266,FALSE,0.417,0.871,1,-3.54,1,0.039,0.000483,0.0000343,0.0867,0.188,142.003,4,grunge
